"","osm_id","code","fclass","name","ref","oneway","maxspeed","layer","bridge","tunnel"
"0","4677317",5122,"residential",NA,NA,"B",0,"0","F","F"
"1","4677323",5122,"residential",NA,NA,"B",0,"0","F","F"
"2","4677325",5122,"residential",NA,NA,"B",0,"0","F","F"
"3","4677326",5122,"residential",NA,NA,"B",0,"0","F","F"
"4","4677359",5113,"primary","Equatorial Guinea Street",NA,"F",0,"0","F","F"
"5","4677416",5113,"primary","Ras Abebe Aregay Street",NA,"F",0,"0","F","F"
"6","4677442",5113,"primary","Mozambique Street",NA,"F",0,"0","F","F"
"7","4677450",5133,"primary_link",NA,NA,"F",0,"0","F","F"
"8","4677458",5113,"primary","Chad Street",NA,"F",0,"0","F","F"
"9","4677463",5113,"primary","Uganda Street",NA,"F",0,"0","F","F"
"10","5921435",5113,"primary","Roosevelt Street",NA,"F",0,"0","F","F"
"11","5921436",5133,"primary_link",NA,NA,"B",0,"0","F","F"
"12","5921439",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"13","5921440",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"14","5921443",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"15","5921444",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"16","5921445",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"17","8104263",5112,"trunk","Ring Road",NA,"F",80,"0","F","F"
"18","8104280",5113,"primary","Jimma Road","7","B",0,"0","F","F"
"19","8104345",5122,"residential",NA,NA,"B",0,"0","F","F"
"20","8104346",5122,"residential",NA,NA,"B",0,"0","F","F"
"21","8104347",5122,"residential",NA,NA,"B",0,"0","F","F"
"22","8104350",5122,"residential",NA,NA,"B",5,"0","F","F"
"23","8104351",5122,"residential",NA,NA,"B",5,"0","F","F"
"24","8104352",5122,"residential",NA,NA,"B",5,"0","F","F"
"25","8104353",5122,"residential",NA,NA,"B",5,"0","F","F"
"26","8104354",5122,"residential",NA,NA,"B",5,"0","F","F"
"27","8104355",5122,"residential",NA,NA,"B",5,"0","F","F"
"28","8104356",5122,"residential",NA,NA,"B",5,"0","F","F"
"29","8104357",5122,"residential",NA,NA,"B",0,"0","F","F"
"30","8104358",5122,"residential",NA,NA,"B",0,"0","F","F"
"31","8104359",5115,"tertiary",NA,NA,"B",5,"0","F","F"
"32","8104360",5122,"residential",NA,NA,"B",0,"0","F","F"
"33","8104361",5113,"primary","Central Africa Republic Street",NA,"F",30,"0","F","F"
"34","8104362",5122,"residential",NA,NA,"B",5,"0","F","F"
"35","8104363",5122,"residential",NA,NA,"B",5,"0","F","F"
"36","8104364",5122,"residential",NA,NA,"B",5,"0","F","F"
"37","8104365",5122,"residential",NA,NA,"B",0,"0","F","F"
"38","8104366",5122,"residential",NA,NA,"B",0,"0","F","F"
"39","8104367",5122,"residential",NA,NA,"B",0,"0","F","F"
"40","8104368",5114,"secondary","Congo Street",NA,"B",0,"0","F","F"
"41","8104425",5122,"residential",NA,NA,"B",0,"0","F","F"
"42","8104514",5114,"secondary","Somalia Street",NA,"B",5,"0","F","F"
"43","8104522",5113,"primary","Bekele Weya Street",NA,"F",0,"0","F","F"
"44","8104525",5115,"tertiary","Liberia Street",NA,"F",0,"0","F","F"
"45","8104538",5121,"unclassified","Dej Wolde Michael Street",NA,"B",0,"0","F","F"
"46","8104558",5113,"primary","Mauritania Street",NA,"B",0,"0","F","F"
"47","8104561",5122,"residential",NA,NA,"B",0,"0","F","F"
"48","8104563",5122,"residential",NA,NA,"B",0,"0","F","F"
"49","8104569",5122,"residential",NA,NA,"B",0,"0","F","F"
"50","8104570",5122,"residential",NA,NA,"B",0,"0","F","F"
"51","8104573",5122,"residential",NA,NA,"B",0,"0","F","F"
"52","8104575",5122,"residential",NA,NA,"B",0,"0","F","F"
"53","8104576",5122,"residential",NA,NA,"B",0,"0","F","F"
"54","8104577",5122,"residential",NA,NA,"B",0,"0","F","F"
"55","8104578",5122,"residential",NA,NA,"B",0,"0","F","F"
"56","8104579",5122,"residential",NA,NA,"B",0,"0","F","F"
"57","8104580",5122,"residential",NA,NA,"B",0,"0","F","F"
"58","8104582",5122,"residential",NA,NA,"B",0,"0","F","F"
"59","8104583",5122,"residential",NA,NA,"B",0,"0","F","F"
"60","8104585",5122,"residential",NA,NA,"B",0,"0","F","F"
"61","8104586",5122,"residential",NA,NA,"B",0,"0","F","F"
"62","8104587",5122,"residential",NA,NA,"B",0,"0","F","F"
"63","8104588",5122,"residential",NA,NA,"B",0,"0","F","F"
"64","8109791",5113,"primary","Alexander Pushkin Avenue",NA,"F",0,"0","F","F"
"65","8110238",5113,"primary","Mike Leyland Street",NA,"F",0,"0","F","F"
"66","8111456",5113,"primary","Libya Street",NA,"F",0,"0","F","F"
"67","8111457",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"68","8111459",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"69","8111460",5122,"residential",NA,NA,"B",0,"0","F","F"
"70","8111461",5122,"residential",NA,NA,"B",0,"0","F","F"
"71","8111462",5122,"residential",NA,NA,"B",0,"0","F","F"
"72","8111463",5122,"residential",NA,NA,"B",0,"0","F","F"
"73","8111464",5122,"residential",NA,NA,"B",0,"0","F","F"
"74","8111465",5122,"residential",NA,NA,"B",0,"0","F","F"
"75","8111466",5122,"residential",NA,NA,"B",0,"0","F","F"
"76","8111467",5122,"residential",NA,NA,"B",0,"0","F","F"
"77","8111468",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"78","8111469",5122,"residential",NA,NA,"B",0,"0","F","F"
"79","8111470",5122,"residential",NA,NA,"B",0,"0","F","F"
"80","8111471",5122,"residential",NA,NA,"B",0,"0","F","F"
"81","8111862",5122,"residential",NA,NA,"B",0,"0","F","F"
"82","8111863",5122,"residential",NA,NA,"B",0,"0","F","F"
"83","8111864",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"84","8111865",5122,"residential",NA,NA,"B",0,"0","F","F"
"85","8111866",5122,"residential",NA,NA,"B",0,"0","F","F"
"86","8111867",5122,"residential",NA,NA,"B",0,"0","F","F"
"87","8111868",5122,"residential",NA,NA,"B",0,"0","F","F"
"88","8111869",5122,"residential",NA,NA,"B",0,"0","F","F"
"89","8111870",5122,"residential",NA,NA,"B",0,"0","F","F"
"90","8111871",5122,"residential",NA,NA,"B",0,"0","F","F"
"91","8111872",5122,"residential",NA,NA,"B",0,"0","F","F"
"92","9713688",5113,"primary","Fikre Mariam Aba Techan Street",NA,"B",0,"0","F","F"
"93","9713691",5113,"primary","Comoros Street",NA,"F",0,"0","F","F"
"102","9717648",5113,"primary",NA,"4","B",50,"0","F","F"
"104","21897238",5113,"primary","Gobena Aba Tigu Street",NA,"F",30,"0","F","F"
"105","21897313",5114,"secondary",NA,NA,"F",0,"0","F","F"
"106","21897357",5121,"unclassified",NA,NA,"F",0,"0","F","F"
"107","22051882",5114,"secondary","Wawel Street",NA,"B",0,"0","F","F"
"108","22051887",5113,"primary",NA,NA,"F",0,"0","F","F"
"109","22051893",5113,"primary","Eden Street",NA,"F",0,"0","F","F"
"111","22337876",5113,"primary","Abune Petros",NA,"F",0,"0","F","F"
"112","22337877",5113,"primary",NA,NA,"F",0,"0","F","F"
"113","22337878",5113,"primary","Arbegnoch Street",NA,"F",0,"0","F","F"
"114","22337879",5114,"secondary","Dejazemach Jote Street",NA,"B",30,"0","F","F"
"115","22337880",5113,"primary",NA,NA,"F",0,"0","F","F"
"116","22337881",5113,"primary",NA,NA,"F",0,"0","F","F"
"117","22337882",5113,"primary","Cunningham Street",NA,"B",0,"0","F","F"
"118","22337883",5113,"primary",NA,NA,"F",0,"0","F","F"
"119","22337885",5121,"unclassified",NA,NA,"F",0,"0","F","F"
"120","22337886",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"121","22337887",5113,"primary","Tewodros Square",NA,"F",50,"0","F","F"
"122","22337890",5113,"primary","Churchill Avenue",NA,"F",50,"0","F","F"
"123","22337891",5115,"tertiary","Mahtama Gandhi Street",NA,"B",0,"0","F","F"
"124","22337893",5133,"primary_link",NA,NA,"F",0,"0","F","F"
"129","23410548",5113,"primary",NA,NA,"B",0,"1","T","F"
"130","23410549",5113,"primary",NA,NA,"B",0,"1","T","F"
"131","23410550",5113,"primary",NA,NA,"B",0,"0","F","F"
"132","23410552",5113,"primary",NA,NA,"B",0,"0","F","F"
"133","23410553",5113,"primary",NA,NA,"B",0,"1","T","F"
"134","23411009",5133,"primary_link",NA,NA,"F",0,"0","F","F"
"135","23411027",5113,"primary","Debre Zeit Road",NA,"F",0,"0","F","F"
"136","23411035",5112,"trunk",NA,NA,"F",0,"1","T","F"
"137","23411040",5112,"trunk",NA,NA,"F",0,"1","T","F"
"138","23411067",5112,"trunk",NA,NA,"F",50,"0","F","F"
"139","23411075",5112,"trunk",NA,NA,"F",50,"0","F","F"
"140","23411081",5111,"motorway","Ring Road",NA,"F",80,"1","T","F"
"141","23411083",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"142","23411084",5111,"motorway","Ring Road",NA,"F",80,"1","T","F"
"143","23411086",5111,"motorway","Ring Road",NA,"F",80,"-1","F","F"
"145","23952242",5113,"primary","Namibia Avenue",NA,"F",0,"0","F","F"
"146","23952279",5112,"trunk","Ring Road",NA,"F",80,"0","F","F"
"147","24254866",5113,"primary","Djibouti Street",NA,"B",0,"0","F","F"
"148","24255009",5115,"tertiary","BL_03_632 St.",NA,"B",0,"0","F","F"
"149","24255014",5114,"secondary","Democratic Republic of Congo Street",NA,"F",0,"0","F","F"
"150","24255047",5113,"primary","Ghana Street",NA,"F",0,"1","F","F"
"151","24255879",5113,"primary","Menelik II Avenue",NA,"F",30,"0","F","F"
"152","24256128",5113,"primary","Niger Street",NA,"F",30,"0","F","F"
"153","24256173",5114,"secondary","Joseph Tito St.",NA,"B",0,"0","F","F"
"154","24256191",5114,"secondary",NA,NA,"B",0,"0","F","F"
"155","24257092",5115,"tertiary","KR_02_241 St.",NA,"B",0,"0","F","F"
"156","24257095",5113,"primary","Gabon Av",NA,"F",0,"0","F","F"
"157","24257104",5114,"secondary",NA,NA,"F",0,"0","F","F"
"158","24257108",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"159","24257115",5122,"residential",NA,NA,"B",0,"0","F","F"
"160","24257116",5113,"primary","Kenenisa Street",NA,"F",0,"0","F","F"
"161","24278613",5122,"residential","Shewareged Gedle Street",NA,"B",0,"0","F","F"
"162","24278661",5113,"primary",NA,NA,"F",0,"0","F","F"
"163","24278704",5113,"primary","King George VI Av. / AR_06_1002 Av.",NA,"F",0,"0","F","F"
"164","24278737",5113,"primary","Algeria Av",NA,"F",0,"0","F","F"
"165","24278823",5113,"primary","Russia Av",NA,"F",0,"0","F","F"
"166","24278839",5113,"primary","Shewareged Gedle Street",NA,"F",0,"0","F","F"
"167","24278946",5113,"primary","Weatherall Street",NA,"F",0,"0","F","F"
"168","24278972",5113,"primary","ደጃ/ች በላይ ዘለቀ መንገድ",NA,"F",0,"0","F","F"
"169","24282876",5113,"primary",NA,NA,"F",0,"0","F","F"
"170","24282880",5113,"primary",NA,NA,"F",0,"0","F","F"
"171","24282888",5113,"primary",NA,NA,"F",0,"0","F","F"
"172","24282896",5114,"secondary","John Melly Street",NA,"B",0,"0","F","F"
"173","24282899",5114,"secondary","Hailu Kebede Street",NA,"B",0,"0","F","F"
"174","24282909",5114,"secondary",NA,NA,"F",0,"0","F","F"
"175","24282932",5114,"secondary",NA,NA,"F",0,"0","F","F"
"176","24282936",5122,"residential",NA,NA,"B",0,"0","F","F"
"177","24282949",5114,"secondary","Angola Street",NA,"F",0,"0","F","F"
"178","24282984",5113,"primary","Adwa Square",NA,"F",0,"0","F","F"
"179","24282999",5114,"secondary",NA,NA,"F",0,"0","F","F"
"180","24283103",5114,"secondary","Burkina Faso Street",NA,"B",0,"0","F","F"
"181","24283120",5113,"primary","Senegal Street",NA,"F",0,"0","F","F"
"182","24283140",5122,"residential","D.A.R. Sahara Street",NA,"B",0,"0","F","F"
"183","24283144",5114,"secondary",NA,NA,"F",0,"0","F","F"
"184","24283172",5113,"primary","Jomo Kenyatta Avenue",NA,"F",0,"1","T","F"
"185","24283259",5122,"residential",NA,NA,"B",0,"0","F","F"
"186","24283261",5114,"secondary",NA,NA,"F",0,"0","F","F"
"187","24283273",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"188","24283283",5114,"secondary",NA,NA,"B",0,"0","F","F"
"189","24283297",5122,"residential",NA,NA,"B",0,"0","F","F"
"190","24283304",5122,"residential",NA,NA,"B",0,"0","F","F"
"191","24284770",5114,"secondary","Botswana Street",NA,"B",0,"0","F","F"
"192","24284799",5114,"secondary","Madagascar Street",NA,"B",0,"0","F","F"
"193","24284807",5122,"residential",NA,NA,"B",0,"0","F","F"
"194","24284893",5113,"primary","Equatorial Guinea Street",NA,"F",0,"1","F","F"
"195","24284894",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"196","24284902",5113,"primary",NA,NA,"F",0,"0","F","F"
"197","24284905",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"198","24284923",5114,"secondary","Dej Wolde Gebriel",NA,"F",0,"0","F","F"
"199","24285172",5122,"residential",NA,NA,"B",0,"0","F","F"
"200","24285329",5113,"primary","Cote d'Ivoire Street",NA,"F",0,"0","F","F"
"201","24287795",5113,"primary","Africa Avenue / Bole Road",NA,"F",0,"1","F","F"
"202","24288154",5114,"secondary","Taitu Street",NA,"F",0,"0","F","F"
"203","24291581",5122,"residential","BL_03_538 St.",NA,"B",0,"0","F","F"
"204","24291596",5121,"unclassified","BL_03_519 St.",NA,"B",0,"0","F","F"
"205","24291615",5122,"residential","BL_03_557 St.",NA,"B",0,"0","F","F"
"206","24291622",5122,"residential","BL_03_539 St.",NA,"B",0,"0","F","F"
"207","24291626",5122,"residential",NA,NA,"B",0,"0","F","F"
"208","24291651",5122,"residential",NA,NA,"F",0,"0","F","F"
"209","24291655",5122,"residential","BL_03_516 St.",NA,"B",0,"0","F","F"
"210","24291660",5122,"residential","BL_03_579",NA,"B",0,"0","F","F"
"211","24291672",5122,"residential","BL_03_532 St.",NA,"B",0,"0","F","F"
"212","24291689",5122,"residential",NA,NA,"B",0,"0","F","F"
"213","24291773",5122,"residential",NA,NA,"B",0,"0","F","F"
"214","24291806",5122,"residential",NA,NA,"B",0,"0","F","F"
"215","24291817",5122,"residential","BL_03_505 St.",NA,"B",0,"0","F","F"
"216","24299161",5122,"residential",NA,NA,"B",0,"0","F","F"
"217","24299162",5122,"residential",NA,NA,"B",0,"0","F","F"
"218","24299169",5122,"residential",NA,NA,"B",0,"0","F","F"
"219","24299171",5122,"residential",NA,NA,"B",0,"0","F","F"
"220","24299176",5122,"residential",NA,NA,"B",0,"0","F","F"
"221","24330138",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"222","24348379",5122,"residential","BL_03_562 St.",NA,"B",0,"0","F","F"
"223","24348397",5122,"residential","BL_03_561 St.",NA,"B",0,"0","F","F"
"224","24348399",5122,"residential","BL_03_555 St.",NA,"B",0,"0","F","F"
"225","24348407",5122,"residential","BL_03_544 St.",NA,"B",0,"0","F","F"
"226","24348413",5122,"residential","BL_03_526 St.",NA,"B",0,"0","F","F"
"227","24348596",5113,"primary","Equatorial Guinea Street",NA,"F",0,"1","T","F"
"228","24348735",5115,"tertiary",NA,NA,"F",0,"0","F","F"
"229","24356585",5114,"secondary",NA,"Embut KG&PS","B",0,"0","F","F"
"230","24400705",5122,"residential","BL_03_640 St.",NA,"B",0,"0","F","F"
"231","24400706",5122,"residential","BL_03_637 St.",NA,"B",0,"0","F","F"
"232","24400711",5122,"residential","BL_03_644 St.",NA,"B",0,"0","F","F"
"233","24400716",5122,"residential","BL_03_647 St.",NA,"B",0,"0","F","F"
"234","24400723",5122,"residential","BL_03_634 St.",NA,"B",0,"0","F","F"
"235","24492822",5122,"residential","BL_03_612 St.",NA,"B",0,"0","F","F"
"236","24492876",5122,"residential","BL_03_633 St.",NA,"B",0,"0","F","F"
"237","24492888",5122,"residential",NA,NA,"B",0,"0","F","F"
"238","24492891",5122,"residential","BL_03_617 St.",NA,"B",0,"0","F","F"
"239","24492965",5122,"residential",NA,NA,"B",0,"0","F","F"
"240","24492967",5122,"residential",NA,NA,"B",0,"0","F","F"
"241","24493083",5122,"residential",NA,NA,"B",0,"0","F","F"
"242","24493092",5122,"residential",NA,NA,"B",0,"0","F","F"
"243","24493094",5122,"residential",NA,NA,"B",0,"0","F","F"
"244","24493099",5122,"residential",NA,NA,"B",0,"0","F","F"
"245","24493107",5122,"residential",NA,NA,"B",0,"0","F","F"
"246","24493114",5122,"residential",NA,NA,"B",0,"0","F","F"
"247","24493181",5122,"residential",NA,NA,"B",0,"0","F","F"
"248","24493183",5122,"residential","BL_02_394 St",NA,"B",0,"0","F","F"
"249","24493184",5122,"residential","BL_02_393 St.",NA,"B",0,"0","F","F"
"250","24493185",5122,"residential","BL_02_394 St",NA,"B",0,"0","F","F"
"251","24493191",5122,"residential","BL_02_396 St",NA,"B",0,"0","F","F"
"252","24493410",5122,"residential","BL_03_721",NA,"B",0,"0","F","F"
"253","24493412",5122,"residential","BL_03_706 St.",NA,"B",0,"0","F","F"
"254","24493413",5122,"residential","BL_03_717 St.",NA,"B",0,"0","F","F"
"255","24493415",5122,"residential","BL_03_713 St.",NA,"B",0,"0","F","F"
"256","24493416",5122,"residential","BL_03_692 St.",NA,"B",0,"0","F","F"
"257","24493417",5122,"residential","BL_03_719 St.",NA,"B",0,"0","F","F"
"258","24494642",5122,"residential","BL_03_805 St.",NA,"B",0,"0","F","F"
"259","24534058",5122,"residential","Bl_03_729 St.",NA,"B",0,"0","F","F"
"260","24534061",5122,"residential","BL_03_692 St.",NA,"B",0,"0","F","F"
"261","24534063",5121,"unclassified","BL_03_708 St.",NA,"B",0,"0","F","F"
"262","24534069",5122,"residential","BL_03_704 St.",NA,"B",0,"0","F","F"
"263","24554418",5122,"residential",NA,NA,"B",0,"0","F","F"
"264","24554420",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"265","24554421",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"266","24554425",5122,"residential","BL_03_620 St.",NA,"B",0,"0","F","F"
"267","24554426",5122,"residential","BL_03_669 St.",NA,"B",0,"0","F","F"
"268","24727374",5121,"unclassified","BL_03_624 St.",NA,"B",0,"0","F","F"
"269","24727453",5122,"residential","BL_03_567 St.",NA,"B",0,"0","F","F"
"270","24727458",5122,"residential","BL_03_556 St.",NA,"B",0,"0","F","F"
"271","24727475",5122,"residential","BL_03_535 St.",NA,"B",0,"0","F","F"
"272","24727480",5122,"residential","BL_03_560 St.",NA,"B",0,"0","F","F"
"273","24727490",5122,"residential",NA,NA,"B",0,"0","F","F"
"274","24727493",5122,"residential",NA,NA,"B",0,"0","F","F"
"275","24727525",5114,"secondary","Russia Av",NA,"F",0,"0","F","F"
"276","24728136",5114,"secondary",NA,NA,"B",0,"0","F","F"
"277","24728852",5122,"residential",NA,NA,"B",0,"0","F","F"
"278","24728856",5154,"path",NA,NA,"B",0,"0","F","F"
"279","24728860",5154,"path",NA,NA,"B",0,"0","F","F"
"280","24728995",5122,"residential","BL_03_604 St.",NA,"B",0,"0","F","F"
"281","24728998",5122,"residential","BL_03_506 St.",NA,"B",0,"0","F","F"
"282","24729000",5122,"residential","BL_03_510 St.",NA,"B",0,"0","F","F"
"283","24729002",5122,"residential","BL_03_512 St.",NA,"B",0,"0","F","F"
"284","24729005",5122,"residential","BL_03_532 St.",NA,"B",0,"0","F","F"
"285","24729012",5122,"residential","BL_03_509 St.",NA,"B",0,"0","F","F"
"286","24729017",5122,"residential",NA,NA,"B",0,"0","F","F"
"287","24729031",5122,"residential",NA,NA,"B",0,"0","F","F"
"288","24729035",5122,"residential",NA,NA,"B",0,"0","F","F"
"289","24729045",5122,"residential","BL_03_514 St.",NA,"B",0,"0","F","F"
"290","24729046",5122,"residential",NA,NA,"B",0,"0","F","F"
"291","24729049",5122,"residential","BL_03_583 St.",NA,"B",0,"0","F","F"
"292","24729053",5122,"residential","BL_03_528",NA,"B",0,"0","F","F"
"293","24729054",5122,"residential","BL_03_530",NA,"B",0,"0","F","F"
"294","24729080",5122,"residential","BL_03_540 St.",NA,"B",0,"0","F","F"
"295","24729082",5122,"residential","BL_03_552 St.",NA,"B",0,"0","F","F"
"296","24729091",5122,"residential","BL_03_554 St.",NA,"B",0,"0","F","F"
"297","24729134",5122,"residential","BL_03_533 St.",NA,"B",0,"0","F","F"
"298","24729180",5122,"residential","BL_03_525 St.",NA,"B",0,"0","F","F"
"299","24729185",5122,"residential","BL_03_531 St.",NA,"B",0,"0","F","F"
"300","24729186",5122,"residential","BL_03_537 St.",NA,"B",0,"0","F","F"
"301","24729190",5122,"residential","BL_03_542 St.",NA,"B",0,"0","F","F"
"302","24729251",5122,"residential",NA,NA,"B",0,"0","F","F"
"303","24814296",5114,"secondary","GL_09_1902 Av.",NA,"B",0,"0","F","F"
"304","24814297",5112,"trunk","Addis Ababa - Bahir Dar Road","3","B",0,"0","F","F"
"305","24889765",5122,"residential","Zimbabwe Av",NA,"B",0,"0","F","F"
"306","24889839",5122,"residential","BL_02_371 St",NA,"B",0,"0","F","F"
"307","24889855",5122,"residential",NA,NA,"B",0,"0","F","F"
"308","24889883",5122,"residential",NA,NA,"B",0,"0","F","F"
"309","24889898",5122,"residential",NA,NA,"B",0,"0","F","F"
"310","24889924",5122,"residential",NA,NA,"B",0,"0","F","F"
"311","24889960",5122,"residential",NA,NA,"B",0,"0","F","F"
"312","24889969",5122,"residential",NA,NA,"B",0,"0","F","F"
"313","24890010",5122,"residential",NA,NA,"B",0,"0","F","F"
"314","24890502",5114,"secondary",NA,NA,"B",0,"0","F","F"
"315","24890539",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"316","24890557",5122,"residential",NA,NA,"B",0,"0","F","F"
"317","24890568",5122,"residential",NA,NA,"F",0,"0","F","F"
"318","24890582",5113,"primary","Zewditu Street",NA,"F",0,"0","F","F"
"319","24890942",5114,"secondary","AR_06_1074 St. / Welete Yohanis Street",NA,"B",0,"0","F","F"
"320","24890960",5115,"tertiary","Tewodros Road",NA,"B",0,"0","F","F"
"321","24891067",5114,"secondary","Sahle Selassie Street",NA,"F",0,"0","F","F"
"322","24891131",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"323","24891157",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"324","24891246",5115,"tertiary","Wendimeneh Street",NA,"B",0,"0","F","F"
"325","24891376",5113,"primary","Zambia Street",NA,"F",0,"0","F","F"
"326","24894893",5115,"tertiary",NA,NA,"F",0,"0","F","F"
"327","24895709",5113,"primary","Beyene Aba Sebsib Avenue",NA,"F",0,"0","F","F"
"328","24895723",5114,"secondary",NA,NA,"F",0,"0","F","F"
"329","24896133",5114,"secondary",NA,NA,"F",0,"0","F","F"
"330","24963815",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"331","24963819",5115,"tertiary",NA,NA,"F",0,"0","F","F"
"332","24963832",5122,"residential",NA,NA,"B",0,"0","F","F"
"333","24963834",5115,"tertiary",NA,NA,"F",0,"0","F","F"
"334","24963851",5115,"tertiary",NA,NA,"F",0,"0","F","F"
"335","24963858",5122,"residential",NA,NA,"B",0,"0","F","F"
"336","24963904",5115,"tertiary","KR_02_246 St.",NA,"B",0,"0","F","F"
"337","24963919",5122,"residential","KR_02_257 St.",NA,"B",0,"0","F","F"
"338","24963941",5122,"residential",NA,NA,"B",0,"0","F","F"
"339","24963960",5122,"residential",NA,NA,"B",0,"0","F","F"
"340","24963964",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"341","24975110",5112,"trunk","New Ambo Road","5","B",0,"0","F","F"
"342","24993654",5113,"primary","Africa-China Cooperation Square",NA,"F",0,"0","F","F"
"343","24993658",5113,"primary","Ring Road",NA,"F",0,"0","F","F"
"344","24993660",5111,"motorway","Ring Road",NA,"F",80,"1","T","F"
"345","24993662",5131,"motorway_link",NA,NA,"F",50,"0","F","F"
"346","24993664",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"347","24993665",5111,"motorway","Ring Road",NA,"F",80,"1","T","F"
"348","24993666",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"349","24994484",5113,"primary","Sudan Street",NA,"F",0,"0","F","F"
"350","24994486",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"351","24994487",5113,"primary","Yared Street",NA,"F",0,"0","F","F"
"352","24994775",5121,"unclassified",NA,NA,"B",5,"0","F","F"
"353","24994776",5121,"unclassified",NA,NA,"B",5,"0","F","F"
"354","24995309",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"355","24995310",5154,"path",NA,NA,"B",0,"1","T","F"
"356","24995311",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"357","24995312",5111,"motorway","Ring Road",NA,"F",80,"1","T","F"
"358","24995313",5154,"path",NA,NA,"B",0,"0","T","F"
"359","24995314",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"360","24995315",5111,"motorway","Ring Road",NA,"F",80,"1","T","F"
"361","24995316",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"362","24996051",5115,"tertiary","Nigeria Street",NA,"B",0,"0","F","F"
"363","24996285",5114,"secondary",NA,NA,"B",0,"0","F","F"
"364","24996286",5114,"secondary","Colsen Steet",NA,"F",0,"0","F","F"
"365","25006819",5113,"primary","Yohanes St.",NA,"F",0,"0","F","F"
"366","25007149",5113,"primary","Tanzania Street",NA,"F",0,"0","F","F"
"367","25007155",5113,"primary","Beyene Merid Street",NA,"F",0,"0","F","F"
"368","25007192",5113,"primary",NA,NA,"F",0,"0","F","F"
"369","25007386",5114,"secondary","Sao Tome & Principe Street",NA,"B",0,"0","F","F"
"370","25007444",5114,"secondary",NA,NA,"F",0,"0","F","F"
"371","25007642",5113,"primary","Arbegnoch Square",NA,"F",30,"0","F","F"
"372","25007880",5113,"primary",NA,NA,"F",0,"0","F","F"
"373","25008017",5113,"primary","Menelik II Avenue",NA,"F",30,"0","F","F"
"374","25008241",5122,"residential",NA,NA,"B",0,"0","F","F"
"375","25008892",5113,"primary","Dej Beyene Merid Street",NA,"F",0,"0","F","F"
"376","25008962",5113,"primary","Egypt Street",NA,"F",0,"0","F","F"
"377","25009236",5113,"primary","Seychelles Street",NA,"F",0,"0","F","F"
"378","25009248",5113,"primary","Lesotho Street",NA,"F",0,"0","F","F"
"379","25009518",5112,"trunk",NA,NA,"F",50,"0","F","F"
"380","25009688",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"381","25009697",5111,"motorway","Ring Road",NA,"F",80,"0","F","F"
"382","25010020",5121,"unclassified","BL_03_622 St.",NA,"B",0,"0","F","F"
"383","25010195",5122,"residential","BL_03_602 St.",NA,"B",0,"0","F","F"
"384","25010410",5115,"tertiary",NA,NA,"F",0,"0","F","F"
"385","25010568",5133,"primary_link",NA,NA,"F",0,"0","F","F"
"386","25010672",5133,"primary_link",NA,NA,"F",0,"0","F","F"
"387","25010686",5133,"primary_link",NA,NA,"F",0,"0","F","F"
"388","25012030",5113,"primary","Fikre Mariam Aba Techan Street",NA,"F",0,"0","F","F"
"389","25012139",5113,"primary","Diaspora Square",NA,"F",0,"0","F","F"
"390","25012253",5112,"trunk","Ring Road",NA,"F",80,"0","F","F"
"391","25012595",5113,"primary",NA,NA,"F",50,"0","F","F"
"392","25012624",5114,"secondary","To Egzabheraab",NA,"B",0,"0","F","F"
"393","25012695",5113,"primary",NA,NA,"F",50,"0","F","F"
"394","25012834",5112,"trunk","Ring Road",NA,"F",80,"1","T","F"
"395","25037690",5114,"secondary","Democratic Republic of Congo Street",NA,"F",0,"0","F","F"
