,id,n,type,place,airport,city,lat,lon
295,137,1,toIATA,ABJ,Felix Houphouet-Boigny International Airport,Abidjan,5.2649283,-3.925974499
296,138,1,toIATA,ABV,Nnamdi Azikiwe International Airport,Abuja,9.00706695,7.265149873
297,139,1,toIATA,ACC,Kotoka International Airport,Accra,5.6039335,-0.168043523
298,140,1,toIATA,ADD,Addis Ababa Bole International Airport,Addis Ababa,8.9793576,38.79659432
299,141,1,toIATA,BKO,Bamako Senou International Airport,Bamako,12.53533705,-7.948754082
300,142,1,toIATA,DLA,Douala International Airport,Douala,4.0141864,9.716074991
301,143,1,toIATA,EWR,Newark Liberty International Airport,New York,40.68906405,-74.17725485
302,144,1,toIATA,FIH,N'djili Airport,Kinshasa,-4.3859968,15.4461352
303,145,1,toIATA,LBV,Leon Mba International Airport,Libreville,0.46203635,9.411392561
304,146,1,toIATA,OUA,Ouagadougou Airport,Ouagadougou,12.3506019,-1.512410406
305,147,1,toIATA,GDQ,Atse Tewodros Airport,Gondar,12.51886,37.43160165
306,148,1,toIATA,BLZ,Chileka International Airport,Blantyre,-15.67580865,34.96709402
307,149,1,toIATA,HRE,Robert Gabriel Mugabe International Airport,Harare,-17.933524,31.09037979
308,150,1,toIATA,LUN,Kenneth Kaunda International Airport,Lusaka,-15.32821955,28.45004286
309,151,1,toIATA,NBO,Jomo Kenyatta International Airport,Nairobi,-1.33806855,36.90227595
310,152,1,toIATA,DLA,Douala International Airport,Douala,4.0141864,9.716074991
311,153,1,toIATA,LBV,Leon Mba International Airport,Libreville,0.46203635,9.411392561
312,154,1,toIATA,HUE,Humera Airport ,Humera,13.8336027,36.8796725
313,155,1,toIATA,NIM,Diori Hamani International Airport,Niamey,13.4844541,2.186331597
314,156,1,toIATA,MQX,Alula Aba Nega Airport,Mekelle,13.4673125,39.53395619
315,157,2,toIATA,CKY,Conakry International Airport,Conakry,8.9793576,38.79659432
316,158,2,toIATA,DKR,Aeroport militaire - ancien aeroport international Leopold-Sedar-Senghor,Dakar,14.74171425,-17.49160844
